sl_no,project_name,agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,source_page,report_month,source_report,report_date
628,Rajnandgaon-Nagpur - 3rd line 228 km,CAOC/SECR SECR mor,705617,"Multi-States (Chhattisgarh, Maharashtra)",2016-09,2016-12,2024-12,2026-06,3545.0,3544.92,3143.54,95.0,85,July 2026,FlashReport_July_2026.pdf,2026-07
691,Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km,South Eastern Railway - JH,705628,"Multi-States (Jharkhand, Odisha)",2016-03,2017-02,2025-06,2026-06,3029.0,3029.04,2629.17,92.0,88,April 2026,FlashReport_April2026.pdf,2026-04
693,Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km,South Eastern Railway - JH,705628,"Multi-States (Jharkhand, Odisha)",2016-03,2017-02,2025-06,2026-06,3029.0,3029.04,2649.22,94.0,87,May 2026,FlashReport_May2026.pdf,2026-05
680,Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km,South Eastern Railway - JH,705628,"Multi-States (Jharkhand, Odisha)",2016-03,2017-02,2025-06,2026-06,3029.0,3029.04,2649.22,94.0,91,June 2026,FlashReport_June_2026.pdf,2026-06
643,Bondamunda - Ranchi 158.50 km,CAO/C/SER SER mor,705628,"Multi-States (Jharkhand, Odisha)",2016-03,2017-02,2025-06,2026-06,3029.0,3029.04,2696.32,95.0,86,July 2026,FlashReport_July_2026.pdf,2026-07
707,Narayangarh-Bhadrak 3rd line,South Eastern Railway [SER] - I,705629,"Multi-States (Odisha, West Bengal)",2019-03,2017-03,2025-12,2027-01,2400.0,3425.32,2655.21,77.0,89,April 2026,FlashReport_April2026.pdf,2026-04
709,Narayangarh-Bhadrak 3rd line,South Eastern Railway [SER] - I,705629,"Multi-States (Odisha, West Bengal)",2019-03,2017-03,2025-12,2027-01,2400.0,3425.32,2713.19,82.0,88,May 2026,FlashReport_May2026.pdf,2026-05
695,Narayangarh-Bhadrak 3rd line,South Eastern Railway [SER] - I,705629,"Multi-States (Odisha, West Bengal)",2019-03,2017-03,2025-12,2027-01,2400.0,3425.32,2713.19,82.0,92,June 2026,FlashReport_June_2026.pdf,2026-06
658,Narayangarh - Bhadrak - 3rd line 155 km,CAO/C/SER SER mor,705629,"Multi-States (Odisha, West Bengal)",2019-03,2020-02,2025-12,2027-01,2400.0,3425.32,2886.02,84.0,86,July 2026,FlashReport_July_2026.pdf,2026-07
659,Vijayawada - Kazipet Byepass line,South Central Railway [SCR] - II,705632,"Multi-States (Andhra Pradesh, Telangana)",2016-04,2016-04,2025-01,2025-12,647.0,904.0,1242.64,95.01,86,April 2026,FlashReport_April2026.pdf,2026-04
661,Vijayawada - Kazipet Byepass line,South Central Railway [SCR] - II,705632,"Multi-States (Andhra Pradesh, Telangana)",2016-04,2016-04,2025-01,2025-12,647.0,904.0,1249.39,93.6,86,May 2026,FlashReport_May2026.pdf,2026-05
648,Vijayawada - Kazipet Byepass line,South Central Railway [SCR] - II,705632,"Multi-States (Andhra Pradesh, Telangana)",2016-04,2016-04,2025-01,2025-12,647.0,904.0,1249.39,93.6,90,June 2026,FlashReport_June_2026.pdf,2026-06
616,Vijayawada19.50 km & Kazipet10.65 km -Byepass line,CAO/C/SCoR SCoR mor,705632,"Multi-States (Andhra Pradesh, Telangana)",2016-04,2021-01,2025-01,2025-12,647.0,827.46,705.66,90.0,85,July 2026,FlashReport_July_2026.pdf,2026-07
535,Guntur-Guntakal Doubling Project,South Central Railway [SCR] - II,705633,Andhra Pradesh,2017-03,2017-11,2025-12,2026-12,3733.0,4295.0,5523.6,94.01,81,April 2026,FlashReport_April2026.pdf,2026-04
537,Guntur-Guntakal Doubling Project,South Central Railway [SCR] - II,705633,Andhra Pradesh,2017-03,2017-11,2025-12,2026-12,3733.0,4295.0,5552.65,94.05,80,May 2026,FlashReport_May2026.pdf,2026-05
526,Guntur-Guntakal Doubling Project,South Central Railway [SCR] - II,705633,Andhra Pradesh,2017-03,2017-11,2025-12,2026-12,3733.0,4295.0,5552.65,94.05,84,June 2026,FlashReport_June_2026.pdf,2026-06
696,Trivandrum- Kanyakumari,Southern Railway [SR] - I,705635,"Multi-States (Kerala, Tamil Nadu)",2017-08,2016-03,2025-03,2028-06,1432.0,3785.45,2909.77,56.0,88,April 2026,FlashReport_April2026.pdf,2026-04
698,Trivandrum- Kanyakumari,Southern Railway [SR] - I,705635,"Multi-States (Kerala, Tamil Nadu)",2017-08,2016-03,2025-03,2028-06,1432.0,3785.45,3195.0,57.0,87,May 2026,FlashReport_May2026.pdf,2026-05
685,Trivandrum- Kanyakumari,Southern Railway [SR] - I,705635,"Multi-States (Kerala, Tamil Nadu)",2017-08,2016-03,2025-03,2028-06,1432.0,3785.45,3213.64,58.0,92,June 2026,FlashReport_June_2026.pdf,2026-06
648,Trivandrum- Kanyakumari,CAO/CN/ERS SR mor,705635,"Multi-States (Kerala, Tamil Nadu)",2017-08,2019-08,2025-03,2028-06,1432.0,3785.45,3258.97,59.0,86,July 2026,FlashReport_July_2026.pdf,2026-07
614,Kumbalam-Turavur doubling project [15.59 Km],Ministry of Railways,705638,Kerala,2023-04,2023-04,2027-03,2027-03,813.0,802.8,126.48,30.5,84,April 2026,FlashReport_April2026.pdf,2026-04
616,Kumbalam-Turavur doubling project [15.59 Km],Ministry of Railways,705638,Kerala,2023-04,2023-04,2027-03,2027-03,813.0,802.8,127.64,33.0,84,May 2026,FlashReport_May2026.pdf,2026-05
603,Kumbalam-Turavur doubling project [15.59 Km],Ministry of Railways,705638,Kerala,2023-04,2023-04,2027-03,2027-03,813.0,802.8,151.83,35.0,88,June 2026,FlashReport_June_2026.pdf,2026-06
585,Kumbalam-Turavur - Patch doubling 15.59 km,CAO/CN/ERS SR mor,705638,Kerala,2023-04,2024-10,2027-03,2027-03,813.0,1171.46,395.03,30.0,83,July 2026,FlashReport_July_2026.pdf,2026-07
615,Ernakulam-Kumbalam doubling project [7.71 Km],SR-ERS,705639,Kerala,2023-04,2023-04,2028-03,2027-02,601.0,595.39,308.42,25.0,84,April 2026,FlashReport_April2026.pdf,2026-04
617,Ernakulam-Kumbalam doubling project [7.71 Km],SR-ERS,705639,Kerala,2023-04,2023-04,2028-03,2027-02,601.0,595.39,309.85,25.5,84,May 2026,FlashReport_May2026.pdf,2026-05
604,Ernakulam-Kumbalam doubling project [7.71 Km],SR-ERS,705639,Kerala,2023-04,2023-04,2028-03,2027-02,601.0,595.39,313.97,28.0,88,June 2026,FlashReport_June_2026.pdf,2026-06
586,Ernakulam-Kumbalam - Patch doubling 7.71 km,CAO/CN/ERS SR mor,705639,Kerala,2023-04,2024-10,2028-03,2027-02,601.0,827.5,312.63,25.0,83,July 2026,FlashReport_July_2026.pdf,2026-07
536,Vijaywada-Gudur 3rd Line,RVNL - II,705648,Andhra Pradesh,2016-08,2018-04,2024-11,2026-03,6654.0,6654.0,6170.32,96.0,81,April 2026,FlashReport_April2026.pdf,2026-04
538,Vijaywada-Gudur 3rd Line,RVNL - II,705648,Andhra Pradesh,2016-08,2018-04,2024-11,2026-03,6654.0,6654.0,6181.65,96.0,80,May 2026,FlashReport_May2026.pdf,2026-05
527,Vijaywada-Gudur 3rd Line,RVNL - II,705648,Andhra Pradesh,2016-08,2018-04,2024-11,2026-03,6654.0,6654.0,6213.64,96.0,85,June 2026,FlashReport_June_2026.pdf,2026-06
679,Hospet - Tinaighat - Vasco Rail Doubling Project,RVNL - II,705650,"Multi-States (Goa, Karnataka)",2010-03,2012-07,2027-03,2027-12,5060.0,5060.0,5304.19,86.13,87,April 2026,FlashReport_April2026.pdf,2026-04
681,Hospet - Tinaighat - Vasco Rail Doubling Project,RVNL - II,705650,"Multi-States (Goa, Karnataka)",2010-03,2012-07,2027-03,2027-12,5060.0,5060.0,5332.52,86.2,87,May 2026,FlashReport_May2026.pdf,2026-05
668,Hospet - Tinaighat - Vasco Rail Doubling Project,RVNL - II,705650,"Multi-States (Goa, Karnataka)",2010-03,2012-07,2027-03,2027-12,5060.0,5060.0,5511.03,86.14,91,June 2026,FlashReport_June_2026.pdf,2026-06
617,Satna-Rewa Railway Line Doubling Project,West Central Railway [WCR] - II,705659,Madhya Pradesh,2015-11,2017-08,2026-03,2026-03,500.0,584.0,566.56,86.0,85,April 2026,FlashReport_April2026.pdf,2026-04
619,Satna-Rewa Railway Line Doubling Project,West Central Railway [WCR] - II,705659,Madhya Pradesh,2015-11,2017-08,2026-03,2026-03,500.0,584.0,573.8,88.0,84,May 2026,FlashReport_May2026.pdf,2026-05
606,Satna-Rewa Railway Line Doubling Project,West Central Railway [WCR] - II,705659,Madhya Pradesh,2015-11,2017-08,2026-03,2026-03,500.0,584.0,573.8,88.0,88,June 2026,FlashReport_June_2026.pdf,2026-06
588,Satna - Rewa 50 km,CE/C-4/WCR WCR mor,705659,Madhya Pradesh,2015-11,2016-08,2026-03,2026-03,500.0,646.1,618.19,88.0,83,July 2026,FlashReport_July_2026.pdf,2026-07
618,Doubling of Katni - Singrauli Railway Line [261 km],Indian Railway Construction International Limited [IRCON],705660,Madhya Pradesh,2016-03,2017-03,2025-12,2025-12,2445.0,4377.0,3306.78,81.1,85,April 2026,FlashReport_April2026.pdf,2026-04
620,Doubling of Katni - Singrauli Railway Line [261 km],Indian Railway Construction International Limited [IRCON],705660,Madhya Pradesh,2016-03,2017-03,2025-12,2025-12,2445.0,4377.0,3360.89,81.2,84,May 2026,FlashReport_May2026.pdf,2026-05
607,Doubling of Katni - Singrauli Railway Line [261 km],Indian Railway Construction International Limited [IRCON],705660,Madhya Pradesh,2016-03,2017-03,2025-12,2025-12,2445.0,4377.0,3368.46,81.25,88,June 2026,FlashReport_June_2026.pdf,2026-06
619,Katni Grade Separator/Bye Pass,Indian Railway Construction International Limited [IRCON],705661,Madhya Pradesh,2016-03,2017-09,2024-09,2026-09,1248.0,1248.0,1817.51,95.0,85,April 2026,FlashReport_April2026.pdf,2026-04
621,Katni Grade Separator/Bye Pass,Indian Railway Construction International Limited [IRCON],705661,Madhya Pradesh,2016-03,2017-09,2024-09,2026-09,1248.0,1248.0,1850.38,95.0,84,May 2026,FlashReport_May2026.pdf,2026-05
608,Katni Grade Separator/Bye Pass,Indian Railway Construction International Limited [IRCON],705661,Madhya Pradesh,2016-03,2017-09,2024-09,2026-09,1248.0,1248.0,1850.38,95.0,88,June 2026,FlashReport_June_2026.pdf,2026-06
589,Katni - Grade separator / bypass 21.50 km,GM IRCON KATNI WCR mor,705661,Madhya Pradesh,2016-08,2017-09,2024-09,2026-09,1248.0,2300.0,1839.46,84.0,83,July 2026,FlashReport_July_2026.pdf,2026-07
609,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,South Western Railway [SWR] - II,705663,Karnataka,2018-02,2022-06,2026-02,2026-02,493.0,493.0,318.39,85.5,84,April 2026,FlashReport_April2026.pdf,2026-04
611,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,South Western Railway [SWR] - II,705663,Karnataka,2018-02,2022-06,2026-02,2026-02,493.0,493.0,345.82,85.8,83,May 2026,FlashReport_May2026.pdf,2026-05
598,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,South Western Railway [SWR] - II,705663,Karnataka,2018-02,2022-06,2026-02,2026-02,493.0,493.0,337.37,85.9,88,June 2026,FlashReport_June_2026.pdf,2026-06
582,Bangalore-Whitefield-Bangalore City-Krishnarajapuram 23.08 km - Quadrupling,CPM/GS/SBC SWR mor,705663,Karnataka,2018-03,2022-05,2026-02,2026-02,493.0,717.54,459.94,70.0,83,July 2026,FlashReport_July_2026.pdf,2026-07
703,Mathura-Jhansi Third Railway Line [274 Km],RVNL - II,705667,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",2015-12,2018-03,2024-12,2026-12,5961.0,5961.0,5121.42,95.48,88,April 2026,FlashReport_April2026.pdf,2026-04
705,Mathura-Jhansi Third Railway Line [274 Km],RVNL - II,705667,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",2015-12,2018-03,2024-12,2026-12,5961.0,5961.0,5171.79,96.32,88,May 2026,FlashReport_May2026.pdf,2026-05
691,Mathura-Jhansi Third Railway Line [274 Km],RVNL - II,705667,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",2015-12,2018-03,2024-12,2026-12,5961.0,5961.0,5195.18,96.71,92,June 2026,FlashReport_June_2026.pdf,2026-06
653,Mathura-Jhansi - 3rd line 273.80 km,CMD / RVNL RVNL mor,705667,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",2016-09,2017-02,2023-12,2026-12,5961.0,5960.76,5725.22,94.0,86,July 2026,FlashReport_July_2026.pdf,2026-07
694,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,RVNL - I,705668,"Multi-States (Jharkhand, West Bengal)",2016-09,2018-01,2025-03,2026-06,3250.0,3250.0,3287.18,97.5,88,April 2026,FlashReport_April2026.pdf,2026-04
696,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,RVNL - I,705668,"Multi-States (Jharkhand, West Bengal)",2016-09,2018-01,2025-03,2026-06,3250.0,3250.0,3287.19,98.0,87,May 2026,FlashReport_May2026.pdf,2026-05
683,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,RVNL - I,705668,"Multi-States (Jharkhand, West Bengal)",2016-09,2018-01,2025-03,2026-06,3250.0,3250.0,3294.29,98.0,92,June 2026,FlashReport_June_2026.pdf,2026-06
646,Kharagpur-Adityapur - 3rd line 132 km,CMD / RVNL RVNL mor,705668,"Multi-States (Jharkhand, West Bengal)",2016-09,2016-11,2025-03,2026-06,3250.0,3450.0,3297.43,98.0,86,July 2026,FlashReport_July_2026.pdf,2026-07
677,Mumbai-Ahmedabad High Speed Rail Project- 508 km,National High Speed Rail Corporation [NHSRC],705728,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",2015-03,2017-09,2027-08,2029-12,108000.0,108000.0,90501.89,59.86,87,April 2026,FlashReport_April2026.pdf,2026-04
679,Mumbai-Ahmedabad High Speed Rail Project- 508 km,National High Speed Rail Corporation [NHSRC],705728,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",2015-03,2017-09,2027-08,2029-12,108000.0,108000.0,90966.89,60.87,86,May 2026,FlashReport_May2026.pdf,2026-05
666,Mumbai-Ahmedabad High Speed Rail Project- 508 km,National High Speed Rail Corporation [NHSRC],705728,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",2015-03,2017-09,2027-08,2029-12,108000.0,108000.0,90966.89,60.87,91,June 2026,FlashReport_June_2026.pdf,2026-06
634,Mumbai-Ahmedabad High Speed Rail Project- 508 km,National High Speed Rail Corporation [NHSRC],705728,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",2015-03,2017-09,2027-08,2029-12,108000.0,108000.0,90966.89,62.16,85,July 2026,FlashReport_July_2026.pdf,2026-07
782,Joka-BBD Bag new metro project,RVNL - II,705730,West Bengal,2010-03,2010-04,2026-12,2029-12,4835.0,10362.0,4932.47,51.0,92,April 2026,FlashReport_April2026.pdf,2026-04
784,Joka-BBD Bag new metro project,RVNL - II,705730,West Bengal,2010-03,2010-04,2026-12,2029-12,4835.0,10362.0,4998.49,51.0,91,May 2026,FlashReport_May2026.pdf,2026-05
768,Joka-BBD Bag new metro project,RVNL - II,705730,West Bengal,2010-03,2010-04,2026-12,2029-12,4835.0,10362.0,5098.73,51.0,95,June 2026,FlashReport_June_2026.pdf,2026-06
641,Solapur-tuljapur-Osmanabad,Central Railway,705735,Maharashtra,2018-08,2023-12,2027-03,2028-03,904.92,3295.74,1216.56,12.0,86,April 2026,FlashReport_April2026.pdf,2026-04
643,Solapur-tuljapur-Osmanabad,Central Railway,705735,Maharashtra,2018-08,2023-12,2027-03,2028-03,904.92,3295.74,1245.51,11.0,85,May 2026,FlashReport_May2026.pdf,2026-05
630,Solapur-tuljapur-Osmanabad,Central Railway,705735,Maharashtra,2018-08,2023-12,2027-03,2028-03,904.92,3295.74,1277.63,22.0,89,June 2026,FlashReport_June_2026.pdf,2026-06
606,Solapur-Osmanabad - New line via Tuljapur 84.44 km umbrella work PB23/2018- 19/NR,CAOC/CR CR mor,705735,Maharashtra,2019-01,2024-09,2027-03,2028-03,904.92,1647.87,1202.73,22.0,84,July 2026,FlashReport_July_2026.pdf,2026-07
730,Jeypore-Navarangpur New Rail Line Project,East Coast Railway [ECoR] - II,705741,Odisha,2017-07,2023-04,2028-07,2029-12,748.0,748.0,15.91,1.97,90,April 2026,FlashReport_April2026.pdf,2026-04
732,Jeypore-Navarangpur New Rail Line Project,East Coast Railway [ECoR] - II,705741,Odisha,2017-07,2023-04,2028-07,2029-12,748.0,748.0,15.91,2.13,89,May 2026,FlashReport_May2026.pdf,2026-05
718,Jeypore-Navarangpur New Rail Line Project,East Coast Railway [ECoR] - II,705741,Odisha,2017-07,2023-04,2028-07,2029-12,748.0,748.0,15.91,2.13,93,June 2026,FlashReport_June_2026.pdf,2026-06
678,Jeypore - Navarangpur 38 km,CAO/C/ECOR ECoR mor,705741,Odisha,2017-07,2022-09,2028-07,2029-12,748.0,747.91,15.93,1.0,87,July 2026,FlashReport_July_2026.pdf,2026-07
731,Jeypore-Malkanagiri New Railway Line Project,East Coast Railway [ECoR] - II,705742,Odisha,2018-02,2023-12,2033-07,2033-07,2344.0,2344.0,549.72,23.1,90,April 2026,FlashReport_April2026.pdf,2026-04
733,Jeypore-Malkanagiri New Railway Line Project,East Coast Railway [ECoR] - II,705742,Odisha,2018-02,2023-12,2033-07,2033-07,2344.0,2344.0,549.72,7.5,89,May 2026,FlashReport_May2026.pdf,2026-05
679,Jeypore - Malkangiri 130 km,CAO/C/ECOR ECoR mor,705742,Odisha,2018-02,2026-04,2033-07,2033-07,2344.0,2343.64,736.58,6.0,87,July 2026,FlashReport_July_2026.pdf,2026-07
596,Parasnath-Madhuban-Giridih new line,East Central Railway [ECR] - I,705747,Jharkhand,2019-03,2019-03,2024-03,2026-03,902.86,902.86,0.0,0.1,84,April 2026,FlashReport_April2026.pdf,2026-04
598,Parasnath-Madhuban-Giridih new line,East Central Railway [ECR] - I,705747,Jharkhand,2019-03,2019-03,2024-03,2026-03,902.86,902.86,0.0,0.1,83,May 2026,FlashReport_May2026.pdf,2026-05
585,Parasnath-Madhuban-Giridih new line,East Central Railway [ECR] - I,705747,Jharkhand,2019-03,2019-03,2024-03,2026-03,902.86,902.86,0.0,0.1,87,June 2026,FlashReport_June_2026.pdf,2026-06
746,Gudha-Thatha Mithri Construction of Railway Track Project,North Western Railway [NWR],705752,Rajasthan,2019-04,2019-04,2026-11,2026-11,819.48,967.06,400.92,94.0,90,April 2026,FlashReport_April2026.pdf,2026-04
748,Gudha-Thatha Mithri Construction of Railway Track Project,North Western Railway [NWR],705752,Rajasthan,2019-04,2019-04,2026-11,2026-11,819.48,967.06,405.39,95.0,90,May 2026,FlashReport_May2026.pdf,2026-05
733,Gudha-Thatha Mithri Construction of Railway Track Project,North Western Railway [NWR],705752,Rajasthan,2019-04,2019-04,2026-11,2026-11,819.48,967.06,405.39,95.0,94,June 2026,FlashReport_June_2026.pdf,2026-06
689,Gudha-Thathana Mithri - Construction of dedicated test track for testing and trial of rolling stocks and infrastructure components umbrella work PB23/2018-19/NR,CAOC/NWR NWR mor,705752,Rajasthan,2019-04,2019-11,2026-11,2026-11,819.48,540.0,326.2,95.0,88,July 2026,FlashReport_July_2026.pdf,2026-07
610,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],South Western Railway [SWR] - II,705761,Karnataka,2019-09,2023-02,2027-12,2028-06,1454.0,1454.0,97.75,13.5,84,April 2026,FlashReport_April2026.pdf,2026-04
612,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],South Western Railway [SWR] - II,705761,Karnataka,2019-09,2023-02,2027-12,2028-06,1454.0,1454.0,111.67,13.8,83,May 2026,FlashReport_May2026.pdf,2026-05
599,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],South Western Railway [SWR] - II,705761,Karnataka,2019-09,2023-02,2027-12,2028-06,1454.0,1454.0,102.64,13.9,88,June 2026,FlashReport_June_2026.pdf,2026-06
583,Shimoga-Shikaripura-Ranebennur 103 km umbrella work PB23/2018-19/NR,CAOC/SWR SWR mor,705761,Karnataka,2019-09,2023-12,2027-12,2028-06,1454.0,455.86,106.18,14.0,83,July 2026,FlashReport_July_2026.pdf,2026-07
611,Construction of New BG line between Hassan [Alur] to Belur [ Km 27.34],South Western Railway [SWR] - II,705762,Karnataka,2019-06,2022-09,2027-04,2027-12,748.86,748.86,1.15,0.3,84,April 2026,FlashReport_April2026.pdf,2026-04
613,Construction of New BG line between Hassan [Alur] to Belur [ Km 27.34],South Western Railway [SWR] - II,705762,Karnataka,2019-06,2022-09,2027-04,2027-12,748.86,748.86,1.15,0.3,83,May 2026,FlashReport_May2026.pdf,2026-05
600,Construction of New BG line between Hassan [Alur] to Belur [ Km 27.34],CAOC/SWR SWR mor,705762,Karnataka,2019-06,2022-09,2027-04,2027-12,748.86,748.86,3.64,0.0,88,June 2026,FlashReport_June_2026.pdf,2026-06
620,Indore - Budni New Railway Line [198 kms],RVNL - II,705763,Madhya Pradesh,2019-08,2020-10,2030-09,2030-09,7474.0,7474.0,2529.21,36.0,85,April 2026,FlashReport_April2026.pdf,2026-04
622,Indore - Budni New Railway Line [198 kms],RVNL - II,705763,Madhya Pradesh,2019-08,2020-10,2030-09,2030-09,7474.0,7474.0,2617.51,37.0,84,May 2026,FlashReport_May2026.pdf,2026-05
609,Indore - Budni New Railway Line [198 kms],RVNL - II,705763,Madhya Pradesh,2019-08,2020-10,2030-09,2030-09,7474.0,7474.0,2879.62,41.0,88,June 2026,FlashReport_June_2026.pdf,2026-06
702,Nimach-Badi Sadri New Rail Line Project,Western Railway [WR] - II,705764,"Multi-States (Madhya Pradesh, Rajasthan)",2017-04,2021-09,2026-03,2026-06,495.0,825.0,261.69,60.0,88,April 2026,FlashReport_April2026.pdf,2026-04
704,Nimach-Badi Sadri New Rail Line Project,Western Railway [WR] - II,705764,"Multi-States (Madhya Pradesh, Rajasthan)",2017-04,2021-09,2026-03,2026-06,495.0,825.0,284.66,60.0,88,May 2026,FlashReport_May2026.pdf,2026-05
690,Nimach-Badi Sadri New Rail Line Project,Western Railway [WR] - II,705764,"Multi-States (Madhya Pradesh, Rajasthan)",2017-04,2021-09,2026-03,2026-06,495.0,825.0,294.57,60.0,92,June 2026,FlashReport_June_2026.pdf,2026-06
652,Nimach-Badi Sadri NL Project 48 km,CAOC/NWR NWR mor,705764,"Multi-States (Madhya Pradesh, Rajasthan)",2018-10,2022-01,2026-03,2026-06,495.0,895.67,577.16,60.0,86,July 2026,FlashReport_July_2026.pdf,2026-07
597,Gomoh - Flyover for DN trains,East Central Railway [ECR] - I,705765,Jharkhand,2018-01,2018-01,2026-03,2026-03,686.0,686.0,631.52,66.5,84,April 2026,FlashReport_April2026.pdf,2026-04
599,Gomoh - Flyover for DN trains,East Central Railway [ECR] - I,705765,Jharkhand,2018-01,2018-01,2026-03,2026-03,686.0,686.0,634.71,66.7,83,May 2026,FlashReport_May2026.pdf,2026-05
586,Gomoh - Flyover for DN trains,East Central Railway [ECR] - I,705765,Jharkhand,2018-01,2018-01,2026-03,2026-03,686.0,686.0,634.71,66.7,87,June 2026,FlashReport_June_2026.pdf,2026-06
573,Gomoh - Flyover for down trains 20 km,CAO/Con/South/MHX ECR mor,705765,Jharkhand,2018-01,2022-04,2026-03,2026-03,686.0,686.03,531.63,65.0,83,July 2026,FlashReport_July_2026.pdf,2026-07
768,Lalitpur-Birari with flyover at Lalitpur- 16 Km,North Central Railway,705766,Uttar Pradesh,2017-03,2017-11,2024-12,2026-01,304.44,356.0,255.32,86.0,91,April 2026,FlashReport_April2026.pdf,2026-04
770,Lalitpur-Birari with flyover at Lalitpur- 16 Km,North Central Railway,705766,Uttar Pradesh,2017-03,2017-11,2024-12,2026-01,304.44,356.0,279.26,86.0,91,May 2026,FlashReport_May2026.pdf,2026-05
754,Lalitpur-Birari with flyover at Lalitpur- 16 Km,North Central Railway,705766,Uttar Pradesh,2017-03,2017-11,2024-12,2026-01,304.44,356.0,283.67,86.0,95,June 2026,FlashReport_June_2026.pdf,2026-06
