project_code,risk_score,overall_risk,cost_risk_level,time_risk_level,num_warnings,explanation
618817,3,HIGH,MEDIUM,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (76.6% probability).
* Low progress near planned completion. 166.8% of original time elapsed, but only 45.9% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618944,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 237.5% of original time elapsed, but only 24.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618945,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.0% probability).

Early Warning:
Project requires closer monitoring."
619009,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 190.9% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619128,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.8% probability).

Early Warning:
Project requires closer monitoring."
619165,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.9% probability).

Early Warning:
Project requires closer monitoring."
619193,3,HIGH,LOW,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (89.7% probability).
* Significant expenditure-progress mismatch. Expenditure is 112.0% but physical progress is only 82.8% (Gap: 29.3%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
619253,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (72.9% probability).

Early Warning:
Project requires closer monitoring."
618307,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.6% probability).

Early Warning:
Project requires closer monitoring."
618350,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (80.6% probability).
* Low progress near planned completion. 129.2% of original time elapsed, but only 48.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618367,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 124.9% of original time elapsed, but only 9.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618368,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 124.9% of original time elapsed, but only 14.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618369,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.5% probability).

Early Warning:
Project requires closer monitoring."
618370,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.7% probability).

Early Warning:
Project requires closer monitoring."
618385,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (83.9% probability).

Early Warning:
Project requires closer monitoring."
618411,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.1% probability).

Early Warning:
Project requires closer monitoring."
618417,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 111.2% of original time elapsed, but only 9.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617963,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 224.9% of original time elapsed, but only 39.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617964,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 179.2% of original time elapsed, but only 31.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618009,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.3% probability).

Early Warning:
Project requires closer monitoring."
618055,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (80.8% probability).

Early Warning:
Project requires closer monitoring."
618063,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (89.1% probability).

Early Warning:
Project requires closer monitoring."
618066,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 179.2% of original time elapsed, but only 48.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618067,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 158.5% of original time elapsed, but only 9.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618075,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (79.6% probability).

Early Warning:
Project requires closer monitoring."
618082,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.3% probability).

Early Warning:
Project requires closer monitoring."
618111,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.8% probability).

Early Warning:
Project requires closer monitoring."
618112,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 288.3% of original time elapsed, but only 8.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618114,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 133.6% of original time elapsed, but only 4.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618116,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 183.3% of original time elapsed, but only 40.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618124,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (77.3% probability).

Early Warning:
Project requires closer monitoring."
618162,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 158.5% of original time elapsed, but only 20.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618164,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (90.6% probability).

Early Warning:
Project requires closer monitoring."
618166,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.9% probability).

Early Warning:
Project requires closer monitoring."
618169,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.5% probability).

Early Warning:
Project requires closer monitoring."
618187,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 158.5% of original time elapsed, but only 9.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618233,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.1% probability).

Early Warning:
Project requires closer monitoring."
618240,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.2% probability).

Early Warning:
Project requires closer monitoring."
618243,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 179.2% of original time elapsed, but only 36.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618248,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 158.5% of original time elapsed, but only 22.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618249,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 40.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618260,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 216.8% of original time elapsed, but only 35.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618262,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 174.2% of original time elapsed, but only 10.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618263,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.4% probability).

Early Warning:
Project requires closer monitoring."
618264,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 131.2% of original time elapsed, but only 41.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618265,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.2% probability).

Early Warning:
Project requires closer monitoring."
618266,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.8% probability).

Early Warning:
Project requires closer monitoring."
618267,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.6% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618499,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.7% probability).

Early Warning:
Project requires closer monitoring."
618500,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.3% probability).

Early Warning:
Project requires closer monitoring."
618529,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.6% probability).

Early Warning:
Project requires closer monitoring."
618536,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 136.6% of original time elapsed, but only 39.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618537,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (78.7% probability).

Early Warning:
Project requires closer monitoring."
618538,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 113.5% of original time elapsed, but only 34.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618540,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 100.0% of original time elapsed, but only 49.9% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618554,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.8% probability).

Early Warning:
Project requires closer monitoring."
618566,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.2% probability).

Early Warning:
Project requires closer monitoring."
618669,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (78.8% probability).

Early Warning:
Project requires closer monitoring."
618690,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 116.7% of original time elapsed, but only 21.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618710,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.2% probability).

Early Warning:
Project requires closer monitoring."
618722,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.9% probability).

Early Warning:
Project requires closer monitoring."
618761,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.5% probability).

Early Warning:
Project requires closer monitoring."
618768,1,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 104.0% of original time elapsed, but only 4.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618782,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (80.8% probability).

Early Warning:
Project requires closer monitoring."
618798,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.0% probability).

Early Warning:
Project requires closer monitoring."
618843,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 94.3% of original time elapsed, but only 22.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618856,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (83.8% probability).

Early Warning:
Project requires closer monitoring."
618858,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.7% probability).

Early Warning:
Project requires closer monitoring."
618859,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.9% probability).

Early Warning:
Project requires closer monitoring."
618867,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 40.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618868,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.4% probability).

Early Warning:
Project requires closer monitoring."
618883,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.2% probability).

Early Warning:
Project requires closer monitoring."
618884,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.6% probability).

Early Warning:
Project requires closer monitoring."
618885,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.8% probability).

Early Warning:
Project requires closer monitoring."
