priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
1928,709795,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited [BPCL],Uttar Pradesh,19.8,4.531644049477603,3.666156478923994,0.0,0,LOW,[],Project 709795 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1929,709796,City Gas Distribution Projects at the Nilgiris and Erode districts,Bharat Petroleum Corporation Limited [BPCL],Tamil Nadu,25.5,8.225237449118048,-1.968594301221166,0.0,0,LOW,[],Project 709796 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1930,400033,BHATADI EXPANSION OC,WCL - CIL,Maharashtra,34.25,19.31933655982501,-1.2811870274366095,0.8653214453307344,0,LOW,[],Project 400033 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1931,618320,Construction of 4-Laning of N. Kawnpui N. Mualvum Mualkhang via Khamrang Village section Package-7 of NH-6 from Existing Chainage km 127200 to km 142000 Design Chainage km 111850 to km 123400 on Silchar - Vairengte - Sairang road in the State of Mizoram on EPC mode,NHIDCL,Mizoram,18.9,21.933003970819094,1.986863976359848,1.1840650114892764e-13,0,LOW,[],Project 618320 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1932,618323,Construction of Twin Tube Uni-directional Aizawl Bypass Tunnel of 2.5 km and its approaches of 2.1 km from km 10.600 to km 15.200 on Sarrang - Phaibawk section of NH-6 in the State of Mizoram on EPC Mode under NHO-NE Package-2,NHIDCL,Mizoram,0.0,0.008375974658869396,-2.2670413011696264,1.1840650114892764e-13,0,LOW,[],Project 618323 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1933,618324,Construction of 2-lane Aizawl Bypass from km 15.200 to km 34.500 Package-3 on Sairang - Phaibawk section of NH-6 in the State of Mizoram under Bharatmala Pariyojna on EPC Mode under NHO-NE,NHIDCL,Mizoram,15.1,14.23853923853924,-0.1225163725162989,0.1064773735580565,0,LOW,[],Project 618324 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1934,618688,Outer Ring Road of Jabalpur Town from Amjhar Road including Airport Connectivity to barela Pkg-V,NHAI,Madhya Pradesh,32.38,13.255316471624512,-25.632213413866783,0.0,0,LOW,[],Project 618688 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1935,618690,"4 lanning of Aligarh Palwal section from km 0.00 to km 46.39 package -1 from khereshwar junction-kurana of NH33D , including khair & jattari bypass in the state of UP on HAM mode",NHAI,Uttar Pradesh,21.25,35.501809568469014,-1.2321718428740758,2.4178082191781054,0,LOW,[],Project 618690 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1936,618691,4 laning of Aligarh-Palwal Section from Km. 46.390 Design Chainage to Km. 69.110 Terminating at junction EPE Package-II from Kurana- Eastern Peripheral Expressway of NH-334D,NHAI,"Multi-States (Haryana, Uttar Pradesh)",17.16,26.64160908035819,3.3662808650192075,7.407164683745702e-14,0,LOW,[],Project 618691 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1937,618704,6L Flyover including RE Wall approaches with Flexible Pavement in the Elephant Corridor of Angul Sambalpur Section of NH-42 New NH-55 Km.202.533,NHAI,Odisha,100.0,70.3566220336736,-29.6433779663264,0.0,0,LOW,[],Project 618704 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1938,618294,Improvement and Widening of National Highway No. 127B Darugiri - Songsak - Williamnagar Junction Section to two lane with paved shoulder from design Km 0000 to Km 36635 Design length 36.635 Km existing Km 112000 to Km 151060 of NH-1278 under Bharatmala Pariyojana Lot-1 Pkg-1B Meghalaya portion,NHIDCL,Meghalaya,26.8,22.03927247306727,-4.102550338921616,7.407164683745702e-14,0,LOW,[],Project 618294 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1939,618295,Improvement/Widening of New NH-217 Dainadubi-Darugiri section to Two lane with paved shoulder in Meghalaya from design Km 0000 to Km 40840 existing Km 8600 to Km 53000 of Old NH-62 under BMP Lot-1 Pkg-1B Meghalaya portion,NHIDCL,Meghalaya,46.38,0.0,0.3002847711206237,0.5424657534246715,0,LOW,[],Project 618295 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1940,618669,4 -Laning of MP/UP Border to Kabarai section of NH-34&35 from km 197.000 to km 242.991 Length 45.991 Km Sagar-Kabrai Package-5 under Bharat Mala Pariyojana EC in MP & UP on HAM,NHAI,Uttar Pradesh,61.77,35.15582419332121,-11.3845174012359,1.9027397260273653,0,LOW,[],Project 618669 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1941,618671,4-lanning of Rahatgarh to Berkhedi section of NH-146 from Design Ch 124470 to Ch. 134.549,NHAI,Madhya Pradesh,14.6,8.602202707292221,-34.96815616256693,0.0,0,LOW,[],Project 618671 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1942,618672,4-lanning of Gyaraspur to Rahatgarh section of NH-146 from Design Ch. 88361 to Ch 124470 in the state of MP on HAM mode,NHAI,Madhya Pradesh,35.25,18.797042415655714,-24.11528159036563,0.0,0,LOW,[],Project 618672 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1943,618308,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH- 37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Package-2,NHIDCL,Assam,57.17,50.249933449673165,1.378878405158428,2.5503282275709576,0,LOW,[],Project 618308 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1944,618309,Widening/lmprovement to 4-Laning and Greenfield alignment with Paved shoulder of Silchar-Badarpur Churaibari section of NH-37 & NH-8 from Design chainage 38.600 End point of proposed Badarpur Bypass to Km. 62.800 Start point of proposed Nilambazar/Cheragi Bypass in the state of Assam on HAM Mode Package-4,NHIDCL,Assam,23.07,14.032814216967907,2.0081846083892945,0.0,0,LOW,[],Project 618309 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1945,618310,Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from design Ch 0020 Start of proposed Karimganj Bypass from NH -8 to design Chainage Km 14380 near Sutarkandi Spur Connectivity to Indo/Bangladesh Border on Silchar- Churaibari in the State of Assam on HAM Mode Package-7,NHIDCL,Assam,41.88,17.11817527374683,-4.307998332891303,1.9835616438356476,0,LOW,[],Project 618310 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1946,618311,Widening/lmprovement to 4-Lane with Paved shoulder for existing as well as Greenfield alignment of Badarpur Churaibari section of NH-8 from Design chainage 87.700 Chandkhira to Km. 106.500 Churaibari section Assam-Tripura border in the state of Assam on HAM Mode Package-6,NHIDCL,Assam,40.99,18.170114942528738,-0.8436551724138156,0.4575342465753598,0,LOW,[],Project 618311 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1947,618312,Widening/lmprovement to 4-Lane with Paved Shoulder from existing road and Greenfield alignment form Design Ch. 62.800 start of proposed Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of NH-8 on Silchar-Churaibari in the state of Assam on HAM Mode Package-5,NHIDCL,Assam,14.04,14.852201282856303,-0.0519024266172104,1.1844973097775164e-13,0,LOW,[],Project 618312 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1948,618313,Widening/lmprovement of Existing 2 lane to 4-Laning of Karimganj-Silchar section of NH-37 from Design Ch 0.000 near Silchar ISBT to Design Ch 15.970 near Kalinagar Pt I on NH-37 in Assam on HAM Mode Pkg-1,NHIDCL,Assam,41.26,15.117430493842834,-6.023866954424251,7.407164683745702e-14,0,LOW,[],Project 618313 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1949,611699,186 MW Tato-I H E Project,North Eastern Electric Power Corporation Limited,Arunachal Pradesh,5.6,4.53981840726371,-2.0576491226064544,0.0,0,LOW,[],Project 611699 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1950,611716,700 MW Tato-II HE Project,North Eastern Electric Power Corporation Limited,Arunachal Pradesh,6.59,3.117646120097567,1.2730803649795108,0.0556823368326669,0,LOW,[],Project 611716 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1951,611861,Rewari - Kathuwas Doubling Project [27.72 Km],North Western Railway [NWR],"Multi-States (Haryana, Rajasthan)",80.0,97.39488636363636,2.3658806818181817,0.0,0,LOW,[],Project 611861 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1952,618648,"Development of 6-lane Greenfield Southern Ludhiana Bypass from intersection with NH-44 near Village Rajgarh to intersection with Delhi Katra Expressway NE-5 near Village Ballowal, km 0000 to km 25240",NHAI,Punjab,5.79,11.399389280825522,-0.6194868554981527,2.95881270540868e-14,0,LOW,[],Project 618648 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1953,618655,2L PS of Roshni to Ashapur Section of NH-347B from Design KM Ch. 89.900 to 114.000 KM Package III of Betul Khandwa,NHAI,Madhya Pradesh,98.85,63.047912831484155,-2.210707000348287,3.8876712328767633,0,LOW,[],Project 618655 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1954,618661,4L from km 0.000 to 42.040 Bhopal Ratnaigiri Tiraha to Vidisha Morikodi,NHAI,Madhya Pradesh,20.23,17.42419839194033,-2.5021021021022247,0.0,0,LOW,[],Project 618661 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1955,618662,4L Vidisha Gyaraspur section of NH-146 from Design Chainage km 59475 existing chainage km 81240 to Design Chainage km 88361 existing chainage km 110.315,NHAI,Madhya Pradesh,12.25,11.537441338502347,-1.224219547031339,0.2818057455540588,0,LOW,[],Project 618662 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1956,618666,4- Laning of Mohari to Satai Ghat section NH-934 from Km 50300 to Km 89875 Total length 39.575 km Package-2 in the State of Madhya Pradesh on EPC Mode,NHAI,Madhya Pradesh,99.5,73.00258819557757,-15.863936870533829,0.9677260273972884,0,LOW,[],Project 618666 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1957,618667,4L of near Satai Ghat to Chowka section of NH-34 from D. Ch. 89.875 to D. Ch. 145.000 Package-3,NHAI,Madhya Pradesh,38.26,19.232490378782604,-10.572937280601364,0.0,0,LOW,[],Project 618667 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1958,618668,4L of Chowka to Kaimaha near MP/UP Border section NH-34 from D. Ch. 145.000 to D. Ch. 197.266 excluding existing Chhatarpur bypass from D. Ch. 160.307 to D. Ch. 168.630 Package-4,NHAI,"Multi-States (Madhya Pradesh, Uttar Pradesh)",49.18,31.407927747114904,-9.438775715002617,1.0410958904110108,0,LOW,[],Project 618668 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1959,618331,lmprovement to 4-Lane with Paved Shoulder from existing km 260000 Design Ch.4560 km to existing km Ch.233000 D. Ch.24560 of Silchar near Nutan Dayapur village - Budha Nagar Section Length-20.00 Km of NH-37 under Package Silchar- Jiribam Pkg-1 in the state of Assam on HAM Mode,NHIDCL,Assam,47.27,22.406179863249644,-2.0115976825513124,0.0009132420092559,0,LOW,[],Project 618331 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1960,603210,Development of Jodhpur Pali Marwar Industrial Area JPMIA in Rajasthan,National Industrial Corridor Development Corporation,Rajasthan,6.32,0.0,1.4577392964869298,1.1857961006873606e-13,0,LOW,[],Project 603210 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1961,604852,"Grass-root Terminal at Mirzapur, Uttar Pradesh",Indian Oil Corporation Limited [IOCL],Uttar Pradesh,77.2,31.449844459176912,-0.3409148860218495,0.1576872536136448,0,LOW,[],Project 604852 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1962,602182,Dibang Multipurpose Project,National Hydroelectric Power Corporation Limited [NHPC],Arunachal Pradesh,17.93,15.438887527728202,0.3601402166305861,0.0,0,LOW,[],Project 602182 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1963,705752,Gudha-Thathana Mithri - Construction of dedicated test track for testing and trial of rolling stocks and infrastructure components umbrella work PB23/2018-19/NR,CAOC/NWR NWR mor,Rajasthan,95.0,39.80573046322058,-23.66636159515792,0.0,0,LOW,[],Project 705752 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1964,705763,Indore - Budni New Railway Line [198 kms],RVNL - II,Madhya Pradesh,41.0,38.52849879582553,-2.644131656408838,0.718111540585118,0,LOW,[],Project 705763 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1965,705771,Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project,North Central Railway,Uttar Pradesh,80.0,83.05668016194332,-3.5017206477733347,4.653515427415292,0,LOW,[],Project 705771 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1966,425828,Stamp Charge Battery No.12 Coke Dry Cooling Plant at IISCO Steel Plant,Steel Authority of India Limited (SAIL,West Bengal,11.87,18.72018796620005,1.9225064047218725,0.0,0,LOW,[],Project 425828 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1967,618371,"Widening/Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Srirampur near Bhairiguri Village to Kachukhana Harichara Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km 28.050 Design Km 0.000 to Km 27.650, Design Length27.650 Km under JICA ODA Loan assistance Phase-V -Balance work",NHIDCL,Assam,89.5,62.64966036260569,0.7555262343416402,0.0,0,LOW,[],Project 618371 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1968,618373,"Construction of 4-Lane Bridge including approaches over River Brahmaputra between Dhubri on North Bank,Assam and Phulbari on south Bank,Meghalaya on NH-127B under JICA ODA Loan assistance Phase-III",NHIDCL,Assam,77.14,61.658101596144924,-3.018995245185068,0.0254327092900986,0,LOW,[],Project 618373 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1969,618374,Improvement/Widening to 2-L with Paved Shoulder/ 4-Laning of NH-40 section from Km 151330 to Km 163400 design Km 63.530 to Km 71.520 including Dawki Bridge of length 368 m between Shillong-Dawki under JICA ODA Loan assistance Phase-II Pkg- 5 -Balance work,NHIDCL,Meghalaya,42.91,60.09992611097429,3.4579008479645514,3.0251641137854635,0,LOW,[],Project 618374 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
